canonical_entity,canonical_entity_id,source_sheet,source_row,source_product_ids,product_name,alternate_names,product_category,product_subcategory,product_description,keywords,related_is_text,related_qco_text,related_scheme_text,source_url
PRODUCT,PROD-00158,Products_Details,14,PROD_IS455_PSC,Portland Slag Cement,PSC Cement | Blast Furnace Slag Cement,Civil Engineering,Cement & Concrete,Prescribes chemical and physical properties for hydraulic cement blended with granulated blast-furnace slag.,PSC | slag cement | blast furnace slag | blended cement,IS 455:2015,Cement (Quality Control) Order,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00168,Products_Details,15,PROD_IS8041_RHPC,Rapid Hardening Portland Cement,High Early Strength Cement,Civil Engineering,Cement & Concrete,Covers Portland cement designed for early structural strength development and high setting speed.,rapid hardening cement | early strength cement | RHPC,IS 8041:1990,Cement (Quality Control) Order,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00305,Products_Details,16,PROD_IS8042_WHITE,White Portland Cement,White Cement | Architectural Cement,Civil Engineering,Cement & Concrete,Formulates standards for iron-free white portland cement intended for aesthetic and decorative mortars.,white cement | architectural cement | decorative binder,IS 8042:2015,Cement (Quality Control) Order,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00111,Products_Details,17,PROD_IS8043_HYDRO,Hydrophobic Portland Cement,Waterproofing Cement,Civil Engineering,Cement & Concrete,Specifies hydrophobic cement formulated with water-repellent film forming additions to avoid deterioration.,hydrophobic cement | water repellent cement | moisture resistant,IS 8043:1991,Cement (Quality Control) Order,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00066,Products_Details,18,PROD_IS16415_COMP,Composite Cement,Multi-blend Hydraulic Cement,Civil Engineering,Cement & Concrete,Sets criteria for blended composite cement combining clinker with slag and pozzolanic materials.,composite cement | ternary blended cement | hydraulic binder,IS 16415:2015,Cement (Quality Control) Order,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00213,Products_Details,19,PROD_IS9873_P1_TOYS,Safety of Toys (Part 1 - Mechanical and Physical Properties),Physical Toy Safety,Consumer Products,Toys & Child Care,"Evaluates mechanical, impact, tensile, small parts, and sharp edge hazards in children's toys.",toy safety | mechanical safety | child choking hazard,IS 9873 (Part 1):2012,Toys (Quality Control) Order,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00215,Products_Details,20,PROD_IS9873_P2_TOYS,Safety of Toys (Part 2 - Flammability),Toy Flammability Safety,Consumer Products,Toys & Child Care,Defines flammability thresholds and burn rate limitations for textile-based or polymeric toy products.,toy flammability | fire safety | costume toys,IS 9873 (Part 2):2017,Toys (Quality Control) Order,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00216,Products_Details,21,PROD_IS9873_P3_TOYS,Safety of Toys (Part 3 - Migration of Certain Elements),Heavy Metal Migration in Toys,Consumer Products,Toys & Child Care,"Regulates toxic element extractability (Lead, Cadmium, Arsenic, Mercury) in toy paints and substrates.",heavy metals | chemical safety | non-toxic toys,IS 9873 (Part 3):2017,Toys (Quality Control) Order,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00218,Products_Details,22,PROD_IS9873_P4_TOYS,"Safety of Toys (Part 4 - Swings, Slides & Activity Toys)",Activity Toys | Playground Equipment,Consumer Products,Toys & Child Care,Specifies design stability and entrapment protection for family domestic activity toys like swings and slides.,swing safety | slide safety | domestic activity toy,IS 9873 (Part 4):2017,Toys (Quality Control) Order,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00203,Products_Details,23,PROD_IS15644_ELTOY,Safety of Electric Toys,Battery/Electric Toys,Electronics & IT,Toys & Child Care,"Outlines safety against electrical shock, heat, burn risks, and toxic emissions from electrically driven toys.",electric toy safety | battery operated toy | toy circuit,IS 15644:2006,Toys (Quality Control) Order,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00102,Products_Details,24,PROD_IS2835_SHEETG,Flat Transparent Sheet Glass,Annealed Glass | Window Panes,Civil Engineering & Glass,Glass & Glazing,"Sets quality requirements, optical clarity, thickness tolerances, and imperfections for sheet glass.",sheet glass | window pane | annealed flat glass,IS 2835:1987,Flat Glass (Quality Control) Order,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00194,Products_Details,25,PROD_IS2553_P1_ARCH,"Safety Glass (Part 1 - Architectural, Building & General)",Toughened / Laminated Architectural Glass,Civil Engineering & Glass,Safety Glass,Covers impact fragmentation and safety performance for toughened and laminated architectural glass.,safety glass | toughened glass | laminated glass | architectural glass,IS 2553 (Part 1):2018,Safety Glass (Quality Control) Order,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00195,Products_Details,26,PROD_IS2553_P2_AUTO,Safety Glass (Part 2 - For Road Transport),Automotive Windshields | Side Windows,Transport Engineering,Safety Glass,Specifies fragmentation patterns and high-velocity impact strength for road transport safety glass.,automotive safety glass | windshield | tempered glass,IS 2553 (Part 2):2019,Safety Glass (Quality Control) Order,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00184,Products_Details,27,PROD_IS9573_P1_RUBH,Rubber Hoses for Fuel Dispensing (Part 1),Petrol/Diesel Dispenser Hoses,Petroleum & Rubber,Hoses & Assemblies,Regulates performance and solvent resistance for rubber hoses installed in automotive retail fuel dispensers.,fuel hose | petrol dispenser hose | dispensing hose,IS 9573 (Part 1):2017,Rubber Hoses (Quality Control) Order,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00185,Products_Details,28,PROD_IS9573_P2_RUBH,Rubber Hoses for Fuel Dispensing (Part 2),Dispensing Rubber Hose Assemblies,Petroleum & Rubber,Hoses & Assemblies,Sets assembly burst pressures and connection durability for fuel dispensing hose assemblies.,dispenser hose assembly | hydrocarbon hose,IS 9573 (Part 2):2017,Rubber Hoses (Quality Control) Order,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00011,Products_Details,29,PROD_IS15392_ALCOH,Alcohol Based Hand Sanitizers,Liquid Hand Rubs | Surgical Sanitizers,Chemicals & Health,Disinfectants & Sanitizers,"Prescribes ethanol/isopropanol percentage, bactericidal efficacy, and toxicity limits for hand rubs.",hand sanitizer | alcohol rub | skin disinfectant,IS 15392:2003,Chemical / Medical Disinfectant Mandates,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00231,Products_Details,30,PROD_IS17875_SSPIPE,Seamless Stainless Steel Pipes and Tubes,Seamless SS Tubes | Heat Exchanger Tubes,Metallurgy & Steel,Stainless Steel Piping,"Specifies chemical composition, hydrostatic strength, and dimensional tolerances for seamless SS tubes.",seamless pipe | stainless steel tube | SS pipe,IS 17875:2022,Stainless Steel Pipes & Tubes (QCO),Scheme-I (ISI Mark),Product Specific Information
PRODUCT,PROD-00303,Products_Details,31,PROD_IS17876_SSPIPE,Welded Stainless Steel Pipes and Tubes,Welded SS Tubing | ERW SS Pipes,Metallurgy & Steel,Stainless Steel Piping,"Lays down fabrication requirements, weld integrity, and pressure testing for welded stainless steel pipes.",welded pipe | welded stainless steel | SS tubing,IS 17876:2022,Stainless Steel Pipes & Tubes (QCO),Scheme-I (ISI Mark),Product Specific Information
PRODUCT,PROD-00122,Products_Details,32,PROD_IS2083_GREASE,Lithium Base Grease,Lithium Lubricating Grease,Petroleum Products,Lubricants & Greases,"Prescribes penetration, drop point, oxidation stability, and load-carrying limits for lithium automotive grease.",lithium grease | lubricating grease | bearing grease,IS 2083:2024,Lubricating Greases (QCO),Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00205,Products_Details,33,PROD_IS302_P1_ELEC,Safety of Household and Similar Electrical Appliances (Part 1),General Electrical Safety | Appliance Norms,Electrotechnical,Electrical Safety,"General safety framework detailing protection against electric shock, mechanical hazards, and fire in domestic appliances.",appliance safety | electrical safety | general requirements,IS 302 (Part 1):2024,Electrical Appliances (Safety) QCO,Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00250,Products_Details,34,PROD_IS15844_P1_FOOT,Sports Footwear (Part 1 - General Purpose),Athletic Shoes | Training Footwear,Leather & Footwear,Sports Footwear,"Establishes construction, flex resistance, heel shock absorption, and upper adhesion for general sports shoes.",sports shoes | athletic footwear | sneakers | trainers,IS 15844 (Part 1):2023,Footwear made from Leather and other Materials (QCO),Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00251,Products_Details,35,PROD_IS15844_P2_FOOT,Sports Footwear (Part 2 - Performance Shoes),Performance Sports Shoes | Running Shoes,Leather & Footwear,Sports Footwear,Sets biomechanical performance standards and high-abrasion durability for advanced athletic sports footwear.,running shoes | performance footwear | sports gear,IS 15844 (Part 2):2023,Footwear made from Leather and other Materials (QCO),Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00252,Products_Details,36,PROD_IS15844_P3_FOOT,Sports Footwear (Part 3 - Professional & Outdoor),Professional Cleats | Outdoor Sports Footwear,Leather & Footwear,Sports Footwear,Lays down technical specifications and impact resilience for specialized professional sports shoes.,cleat footwear | outdoor sports shoes | athletic footwear,IS 15844 (Part 3):2024,Footwear made from Leather and other Materials (QCO),Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00078,Products_Details,37,PROD_IS17012_LEATH,Derby Shoes,Formal Derby Shoes | Leather Derby,Leather & Footwear,Footwear & Leather,"Prescribes material grade, sole bond strength, and upper tensile durability for men's and women's Derby shoes.",derby shoes | leather footwear | formal shoes,IS 17012:2018,Footwear made from Leather and other Materials (QCO),Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00059,Products_Details,38,PROD_IS17037_CASUAL,Casual Footwear,Casual Shoes | Lifestyle Footwear | Slip-ons,Leather & Footwear,Footwear & Leather,"Regulates outsole flexibility, slip resistance, and upper attachment durability for everyday casual footwear.",casual shoes | lifestyle shoes | slip-ons,IS 17037:2018,Footwear made from Leather and other Materials (QCO),Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00237,Products_Details,39,PROD_IS17043_P1_SHOES,Shoes (Part 1 - General Requirements),Everyday Walking Shoes | General Shoes,Leather & Footwear,Footwear & Leather,"Covers design requirements, chemical non-toxicity in lining, and seam strength for daily wear shoes.",walking shoes | general purpose shoes | footwear,IS 17043 (Part 1):2024,Footwear made from Leather and other Materials (QCO),Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00238,Products_Details,40,PROD_IS17043_P2_SHOES,Shoes (Part 2 - Specific Footwear Types),Lifestyle & Work Footwear,Leather & Footwear,Footwear & Leather,"Specifies durability, heel fatigue resistance, and upper tear strength for distinct commercial shoe categories.",work shoes | lifestyle footwear | semi-formal shoes,IS 17043 (Part 2):2024,Footwear made from Leather and other Materials (QCO),Scheme-I (ISI Mark),Products under Compulsory Certification
PRODUCT,PROD-00138,Products_Details,41,PROD_IS15298_P2_OCCUP,Personal Protective Equipment - Safety Footwear (Part 2),Steel Toe Safety Shoes | Industrial Safety Boots,Leather & Footwear,Occupational Protective Equipment,"Defines impact resistance (200J toecap), puncture resistance, anti-static, and oil-resistant properties for safety footwear.",safety shoes | steel toe boots | PPE footwear | industrial shoes,IS 15298 (Part 2):2016,Personal Protective Equipment (Footwear) QCO,Scheme-I (ISI Mark),Products under Compulsory Certification
