quarantine_id,origin_table,relationship_id,relationship_type,resolved_side_entity_type,resolved_side_entity_id,resolved_side_label,unresolved_side_role,unresolved_side_reference,evidence_column,evidence_value,source_file_id,source_file,source_sheet,source_row,quarantine_reason,retained_in,confidence
UNRES-0011,IS_AMENDMENTS,REL-IS_AME-0000011,AMENDS,NOTIFICATION,NOTIF-00445,S.O. 2232(E),is_id,STANDARD:2025 QCO,related_amendment_text,2025 QCO,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,23,NO_RESOLVABLE_STANDARD_IN_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,0.60
UNRES-0012,IS_AMENDMENTS,REL-IS_AME-0000012,AMENDS,NOTIFICATION,NOTIF-00454,S.O. 3775(E),is_id,STANDARD:Amendment 2022,related_amendment_text,Amendment 2022,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,25,NO_RESOLVABLE_STANDARD_IN_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,0.60
UNRES-0013,IS_AMENDMENTS,REL-IS_AME-0000013,AMENDS,NOTIFICATION,NOTIF-00439,S.O. 1421(E),is_id,STANDARD:Supersedes 2022 QCO,related_amendment_text,Supersedes 2022 QCO,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,26,NO_RESOLVABLE_STANDARD_IN_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,0.60
UNRES-0014,IS_AMENDMENTS,REL-IS_AME-0000014,AMENDS,NOTIFICATION,NOTIF-00453,S.O. 3700(E),is_id,STANDARD:Amendment 2024,related_amendment_text,Amendment 2024,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,27,NO_RESOLVABLE_STANDARD_IN_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,0.60
UNRES-0015,IS_AMENDMENTS,REL-IS_AME-0000015,AMENDS,NOTIFICATION,NOTIF-00467,S.O. 775(E),is_id,STANDARD:Exemption,related_amendment_text,Exemption,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,28,NO_RESOLVABLE_STANDARD_IN_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,0.60
UNRES-0016,IS_AMENDMENTS,REL-IS_AME-0000016,AMENDS,NOTIFICATION,NOTIF-00468,S.O. 776(E),is_id,STANDARD:Exemption,related_amendment_text,Exemption,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,29,NO_RESOLVABLE_STANDARD_IN_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,0.60
UNRES-0017,IS_AMENDMENTS,REL-IS_AME-0000017,AMENDS,NOTIFICATION,NOTIF-00459,S.O. 4377(E),is_id,STANDARD:Amendment 2020,related_amendment_text,Amendment 2020,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,31,NO_RESOLVABLE_STANDARD_IN_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,0.60
UNRES-0018,IS_AMENDMENTS,REL-IS_AME-0000018,AMENDS,NOTIFICATION,NOTIF-00451,S.O. 3417(E),is_id,STANDARD:Transition,related_amendment_text,Transition,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,32,NO_RESOLVABLE_STANDARD_IN_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,0.60
UNRES-0019,IS_RELATED_IS,REL-IS_REL-0000001,RELATED_TO,IS,STD-00807,IS 17631,related_is_id,IS 17631,IS_number,IS 17631,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,2,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0020,IS_RELATED_IS,REL-IS_REL-0000002,RELATED_TO,IS,STD-00808,IS 17632,related_is_id,IS 17632,IS_number,IS 17632,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,3,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0021,IS_RELATED_IS,REL-IS_REL-0000003,RELATED_TO,IS,STD-00809,IS 17633,related_is_id,IS 17633,IS_number,IS 17633,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,4,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0022,IS_RELATED_IS,REL-IS_REL-0000004,RELATED_TO,IS,STD-00810,IS 17634,related_is_id,IS 17634,IS_number,IS 17634,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,5,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0023,IS_RELATED_IS,REL-IS_REL-0000005,RELATED_TO,IS,STD-00811,IS 17635,related_is_id,IS 17635,IS_number,IS 17635,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,6,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0024,IS_RELATED_IS,REL-IS_REL-0000006,RELATED_TO,IS,STD-00812,IS 17636,related_is_id,IS 17636,IS_number,IS 17636,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,7,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0025,IS_RELATED_IS,REL-IS_REL-0000007,RELATED_TO,IS,STD-00982,IS 2347,related_is_id,IS 2347,IS_number,IS 2347,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,8,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0026,IS_RELATED_IS,REL-IS_REL-0000008,RELATED_TO,IS,STD-00194,IS 12330,related_is_id,IS 12330,IS_number,IS 12330,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,9,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0027,IS_RELATED_IS,REL-IS_REL-0000009,RELATED_TO,IS,STD-00214,IS 12600,related_is_id,IS 12600,IS_number,IS 12600,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,10,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0028,IS_RELATED_IS,REL-IS_REL-0000010,RELATED_TO,IS,STD-00444,IS 1489 (Part 1),related_is_id,IS 1489 (Part 1),IS_number,IS 1489 (Part 1),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,11,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0029,IS_RELATED_IS,REL-IS_REL-0000011,RELATED_TO,IS,STD-00445,IS 1489 (Part 2),related_is_id,IS 1489 (Part 2),IS_number,IS 1489 (Part 2),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,12,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0030,IS_RELATED_IS,REL-IS_REL-0000012,RELATED_TO,IS,STD-01041,IS 269,related_is_id,IS 269,IS_number,IS 269,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,13,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0031,IS_RELATED_IS,REL-IS_REL-0000013,RELATED_TO,IS,STD-01273,IS 455,related_is_id,IS 455,IS_number,IS 455,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,14,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0032,IS_RELATED_IS,REL-IS_REL-0000014,RELATED_TO,IS,STD-01569,IS 8041,related_is_id,IS 8041,IS_number,IS 8041,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,15,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0033,IS_RELATED_IS,REL-IS_REL-0000015,RELATED_TO,IS,STD-01570,IS 8042,related_is_id,IS 8042,IS_number,IS 8042,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,16,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0034,IS_RELATED_IS,REL-IS_REL-0000016,RELATED_TO,IS,STD-01571,IS 8043,related_is_id,IS 8043,IS_number,IS 8043,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,17,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0035,IS_RELATED_IS,REL-IS_REL-0000017,RELATED_TO,IS,STD-00656,IS 16415,related_is_id,IS 16415,IS_number,IS 16415,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,18,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0036,IS_RELATED_IS,REL-IS_REL-0000018,RELATED_TO,IS,STD-01730,IS 9873 (Part 1),related_is_id,IS 9873 (Part 1),IS_number,IS 9873 (Part 1),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,19,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0037,IS_RELATED_IS,REL-IS_REL-0000019,RELATED_TO,IS,STD-01731,IS 9873 (Part 2),related_is_id,IS 9873 (Part 2),IS_number,IS 9873 (Part 2),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,20,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0038,IS_RELATED_IS,REL-IS_REL-0000020,RELATED_TO,IS,STD-01732,IS 9873 (Part 3),related_is_id,IS 9873 (Part 3),IS_number,IS 9873 (Part 3),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,21,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0039,IS_RELATED_IS,REL-IS_REL-0000021,RELATED_TO,IS,STD-01733,IS 9873 (Part 4),related_is_id,IS 9873 (Part 4),IS_number,IS 9873 (Part 4),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,22,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0040,IS_RELATED_IS,REL-IS_REL-0000022,RELATED_TO,IS,STD-00530,IS 15644,related_is_id,IS 15644,IS_number,IS 15644,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,23,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0041,IS_RELATED_IS,REL-IS_REL-0000023,RELATED_TO,IS,STD-01069,IS 2835,related_is_id,IS 2835,IS_number,IS 2835,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,24,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0042,IS_RELATED_IS,REL-IS_REL-0000024,RELATED_TO,IS,STD-01015,IS 2553 (Part 1),related_is_id,IS 2553 (Part 1),IS_number,IS 2553 (Part 1),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,25,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0043,IS_RELATED_IS,REL-IS_REL-0000025,RELATED_TO,IS,STD-01016,IS 2553 (Part 2),related_is_id,IS 2553 (Part 2),IS_number,IS 2553 (Part 2),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,26,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0044,IS_RELATED_IS,REL-IS_REL-0000026,RELATED_TO,IS,STD-01707,IS 9573 (Part 1),related_is_id,IS 9573 (Part 1),IS_number,IS 9573 (Part 1),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,27,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0045,IS_RELATED_IS,REL-IS_REL-0000027,RELATED_TO,IS,STD-01708,IS 9573 (Part 2),related_is_id,IS 9573 (Part 2),IS_number,IS 9573 (Part 2),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,28,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0046,IS_RELATED_IS,REL-IS_REL-0000028,RELATED_TO,IS,STD-00497,IS 15392,related_is_id,IS 15392,IS_number,IS 15392,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,29,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0047,IS_RELATED_IS,REL-IS_REL-0000029,RELATED_TO,IS,STD-00836,IS 17875,related_is_id,IS 17875,IS_number,IS 17875,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,30,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0048,IS_RELATED_IS,REL-IS_REL-0000030,RELATED_TO,IS,STD-00837,IS 17876,related_is_id,IS 17876,IS_number,IS 17876,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,31,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0049,IS_RELATED_IS,REL-IS_REL-0000031,RELATED_TO,IS,STD-00947,IS 2083,related_is_id,IS 2083,IS_number,IS 2083,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,32,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0050,IS_RELATED_IS,REL-IS_REL-0000032,RELATED_TO,IS,STD-01090,IS 302 (Part 1),related_is_id,IS 302 (Part 1),IS_number,IS 302 (Part 1),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,33,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0051,IS_RELATED_IS,REL-IS_REL-0000033,RELATED_TO,IS,STD-00558,IS 15844 (Part 1),related_is_id,IS 15844 (Part 1),IS_number,IS 15844 (Part 1),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,34,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0052,IS_RELATED_IS,REL-IS_REL-0000034,RELATED_TO,IS,STD-00559,IS 15844 (Part 2),related_is_id,IS 15844 (Part 2),IS_number,IS 15844 (Part 2),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,35,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0053,IS_RELATED_IS,REL-IS_REL-0000035,RELATED_TO,IS,STD-00560,IS 15844 (Part 3),related_is_id,IS 15844 (Part 3),IS_number,IS 15844 (Part 3),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,36,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0054,IS_RELATED_IS,REL-IS_REL-0000036,RELATED_TO,IS,STD-00718,IS 17012,related_is_id,IS 17012,IS_number,IS 17012,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,37,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0055,IS_RELATED_IS,REL-IS_REL-0000037,RELATED_TO,IS,STD-00722,IS 17037,related_is_id,IS 17037,IS_number,IS 17037,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,38,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0056,IS_RELATED_IS,REL-IS_REL-0000038,RELATED_TO,IS,STD-00725,IS 17043 (Part 1),related_is_id,IS 17043 (Part 1),IS_number,IS 17043 (Part 1),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,39,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0057,IS_RELATED_IS,REL-IS_REL-0000039,RELATED_TO,IS,STD-00726,IS 17043 (Part 2),related_is_id,IS 17043 (Part 2),IS_number,IS 17043 (Part 2),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,40,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0058,IS_RELATED_IS,REL-IS_REL-0000040,RELATED_TO,IS,STD-00481,IS 15298 (Part 2),related_is_id,IS 15298 (Part 2),IS_number,IS 15298 (Part 2),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,41,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0059,IS_RELATED_IS,REL-IS_REL-0000041,RELATED_TO,IS,STD-01750,IS/IEC 60947 (Part 2),related_is_id,IS/IEC 60947 (Part 2),IS_number,IS/IEC 60947 (Part 2),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,42,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0060,IS_RELATED_IS,REL-IS_REL-0000042,RELATED_TO,IS,STD-01751,IS/IEC 60947 (Part 3),related_is_id,IS/IEC 60947 (Part 3),IS_number,IS/IEC 60947 (Part 3),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,43,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0061,IS_RELATED_IS,REL-IS_REL-0000043,RELATED_TO,IS,STD-01752,IS/IEC 60947 (Part 4),related_is_id,IS/IEC 60947 (Part 4),IS_number,IS/IEC 60947 (Part 4),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,44,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0062,IS_RELATED_IS,REL-IS_REL-0000044,RELATED_TO,IS,STD-01753,IS/IEC 60947 (Part 5),related_is_id,IS/IEC 60947 (Part 5),IS_number,IS/IEC 60947 (Part 5),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,45,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
